Name,Station or Publication,Date Used,Year,Month,Location,Program?,Program Content,Source,RTC,Graphic Used,Logged By,RT,TW,FB,Other Social Media,Online Article,How was it found first?,MW,On Air,Time of Airing,On Air,Time of Airings,How was TV Found?,IQ Graphic Notes,Audience Size,Publicity Value,Connects to Climate Change on Air?,Total CC Hits,Total CM Hits,Total CMN Hits,Spanish?,Download?,Comments,Link to online content,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Queen Quet,Gullah Geechee,9/4/20,2020,September,SC,GOVT,2020JulyAugSeptTrend,CM,,2020JulyAugSeptTrend_SEPT,Kelly,0,0,0,1,0,Tag,,0,,0,,,,,,,1,1,0,,,,https://www.instagram.com/p/CEuL55Ln8Uj/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rachel Connolly,WGBH/PBS,9/7/20,2020,September,MA,CMN,,CC,,,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,0,0,,,,https://twitter.com/SeanSublette/status/1302956684118286338/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ray Johnson,Press-Republican,9/12/20,2020,September,NY,,2020Drawdown,CM,,,Lisa,0,0,0,0,1,Google Alert,MW,0,,0,,,,,,,1,1,0,,,,https://www.pressrepublican.com/opinion/climate-science-supply-and-demand-it-matters-and-some-oil-companies-are-getting-the-message/article_e522b92a-f564-11ea-9ff0-a7608b0a557b.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rita Cliffton and Cathleen Kelly,American Progress,9/9/20,2020,September,,,"Blistering Future Summers for 1,001 U.S. Cities",CC,,,Kristie,0,0,0,0,2,Google Alert,,0,,0,,,,,,,2,0,0,,,,https://www.americanprogress.org/issues/green/reports/2020/09/09/490114/building-just-climate-future-north-carolina/,https://www.newsbreak.com/news/2057367107728/building-a-just-climate-future-for-north-carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rob Mayeda,KNTV/NBC,9/1/20,2020,September,CA,CM,"Rapid Response Workshop: Smoke, Health & Fire",CM,,,Kristie,0,2,0,0,0,TweetDeck,,0,,0,,,,,,,2,2,0,,,,https://twitter.com/RobMayeda/status/1300844955204685831,https://twitter.com/RobMayeda/status/1300846372191518720,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rob Mayeda,KNTV/NBC,9/1/20,2020,September,CA,CM,,CC,,,Kristie,0,1,0,0,0,TweetDeck,,0,,0,,,,,,,1,0,0,,,,https://twitter.com/RobMayeda/status/1300848801398140928,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ron Roberts,KAMC/ABC,9/11/20,2020,September,TX,CM,Wildfire Predictions for the Next Century,CC,,,Kristie,0,1,0,0,0,TweetDeck,,0,,0,,,,,,,1,0,0,,,,https://twitter.com/rrobertswxlab/status/1304525739430207497,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rusty Lord,WOWT/NBC,9/21/20,2020,September,NE,CM,,CC,,,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,0,0,,,,https://twitter.com/SeanSublette/status/1308126616342671360/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Breton,WCSH/NBC,9/1/20,2020,September,ME,CM,2020CDD,CM,,2020CDD,Lisa,0,0,0,0,0,,,0,,3,"4:40pm on 1st; 5:55am, 6:42am on 2nd",IQ,Found,28637,245,,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Breton,WLBZ/NBC,9/2/20,2020,September,ME,CM,2020CDD,CM,,2020CDD,Lisa,0,0,0,0,0,,,0,,3,"4:40pm on 1st; 5:55am, 6:42am on 2nd",IQ,Found,10218,119,,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Breton,WCSH/NBC,9/29/20,2020,September,ME,CM,2019FallTrends,CM,,2019FallTrends,Lisa,0,0,0,0,0,,,0,,2,"5:43am, 6:42am",IQ,Found,19150,148,,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samantha Jacques,WZZM/ABC,9/16/20,2020,September,MI,,2020Hurricanes,CM,,2017Hurricanes_Info,Lisa,1,0,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/laurahartmanwx/status/1306263773460738048/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandra Diaz,KFOX/FOX,9/2/20,2020,September,TX,CM,2020HeatStreaks,CM,,2020HeatStreaks,Lisa,0,0,0,0,0,,,0,,2,"5:20pm, 9:26pm",IQ,Lost,20519,626,,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarah Robinson,,9/11/20,2020,September,MA,CMN,2020WesternWildfires,CMN,,2020Wildfire_TotalAcresBurned,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,1,1,,,,https://twitter.com/WeatherProf/status/1304479713168162816/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarah Robinson,,9/18/20,2020,September,MA,CMN,,CC,,,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,0,0,,,,https://twitter.com/MaibachEd/status/1307446030359764994/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarah Vogelsong,Virginia Mercury,9/7/20,2020,September,VA,CMN,,CC,,,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,0,0,,,,https://twitter.com/SeanSublette/status/1302956684118286338/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scott Dorval,KIVI/ABC,9/10/20,2020,September,ID,CM,2020WesternWildfires,CM,,"2020Wildfire_TotalAcresBurned, 2020Wildfire",Lisa,0,0,0,1,1,Broad search,,0,,1,6:15 PM,Online link,Market,16107,265,,3,3,0,,,,https://www.youtube.com/watch?v=__kn1o2XAMs&ab_channel=IdahoNews6,https://news.yahoo.com/scott-dorvals-idaho-news-6-232343338.html?guccounter=1&guce_referrer=aHR0cHM6Ly93d3cuZ29vZ2xlLmNvbS8&guce_referrer_sig=AQAAAGoJ-qFj1iW--JgcucSkgMe9OJuu5CJogjaQ5qcNxlWkIE8Da3tBHombGKAqAN638aC-ReF8t2179uQGO5Wko9LYYjMzTFdMH5TncgzTqU0W28zWu_B_bYXs1_q_k0PS60lxNMjvv7EDIppa7vycGEIFQbYHFGU0uQPUse_Ah9f7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shel Winkley,KBTX/CBS,9/29/20,2020,September,TX,CM,2020OHW,CM,,,Kristie,0,1,0,0,0,TweetDeck,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/KBTXShel/status/1311069910110547968,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shiri Spear,WFXT/FOX,9/24/20,2020,September,MA,CM,2019GrowingSeason,CM,,2019GrowingSeason,Lisa,0,0,0,0,0,,,0,,3,"5:49am, 6:48am, 8:47am",Broad search,Lost,0,0,,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simon Dunn,,9/28/20,2020,September,NY,,"Drought, Climate Impact Fall Foliage in Complex Ways",CC,,,Kristie,0,0,0,0,4,Meltwater,MW,0,,0,,,,,,,4,0,0,,,,https://hudsonvalleypost.com/stunning-drone-videography-captures-hudson-valley-fall/,https://wpdh.com/stunning-drone-videography-captures-hudson-valley-fall/,https://wrrv.com/stunning-drone-videography-captures-hudson-valley-fall/,https://www.newsbreak.com/new-york/hudson/news/2071744898243/stunning-drone-videography-captures-hudson-valley-fall,,,,,,,,,,,,,,,,,,,,,,,,,
Sofia Jeremias,Desert News,9/15/20,2020,September,UT,,"BLACKOUT: EXTREME WEATHER, CLIMATE CHANGE AND POWER OUTAGES",CC,,,Kristie,0,0,0,0,3,Google Alert,MW,0,,0,,,,,,,3,0,0,,,,https://www.deseret.com/indepth/2020/9/15/21429720/utah-hurricane-winds-electricity-grid-power-outage-wildfire-west-states-solar-infrastructure,https://www.newsbreak.com/utah/salt-lake-city/news/2061668446101/the-wests-power-grid-fails-as-wildfires-hit-utah-oregon-and-california,https://usanewssite.com/news/the-wests-power-grid-fails-as-wildfires-hit-utah-oregon-and-california/,,,,,,,,,,,,,,,,,,,,,,,,,,
,Desert News,9/15/20,2020,September,UT,,"BLACKOUT: EXTREME WEATHER, CLIMATE CHANGE AND POWER OUTAGES",CC,,,Kristie,0,1,0,0,0,Google Alert,,0,,0,,,,,,,1,0,0,,,,https://twitter.com/DeseretNews/status/1306239163092496391,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sonya Stevens,WCIV/ABC,9/3/20,2020,September,SC,CM,2019HeatIndex,CM,,2019HeatIndex_ExtremeCaution,"Kelly, Kristie",0,1,1,0,0,Tag,,0,,1,7:19 PM,CR,Lost,20433,526,Y,3,3,0,,,,https://www.facebook.com/Sonya.Stevens.WCIV/photos/a.441511809197169/3982663701748611/?type=3&av=57984115023&eav=AfaK2DhAzMAYtr3QoHG7MP2ODrxDlvgBe7nZvrBYH2wXzqsuhyDm0hGL57veb9vA7mc&__xts__%5B0%5D=68.ARBBkiVEKRbN1yvmBQGB16UIEbLiaJsYi0P2B0AqmHXCuMRrBpAOH05jpJOdXa1k17O-IJE8r1K5-8BycMN2HKbkL8BDxUL8zJWp7agh3s1-dpEOJbdhTFBp9gKAB8SS22vzcYY2sflLYxCqyyKqPE6qvvIV5ly19Icb2Mnlfyv5O6hK3ijtMsEr7UTGC-xbccaR_lfUOtAKjQPFQqgplXJXhx4oa4A_tlAw1-9V5RjxvlSKh7YUUp7UUm0M6os5THEISeTSjf7BPtxaLl-46FkuU3xG3aiyZf8hdI5idGh-_mv204MxLQSFUicNdtoExDNy&__tn__=-R,https://twitter.com/SStevensWCIV/status/1301652213408899072,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sonya Stevens,WTAT/FOX,9/3/20,2020,September,SC,CM,2019HeatIndex,CM,,2019HeatIndex_ExtremeCaution,Lisa,0,0,0,0,0,,,0,,1,6:48 PM,CR,Lost,6492,93,Y,1,1,0,,Done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stacey Donaldson,,9/26/20,2020,September,CO,,,CC,,,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,0,0,,,The World's Littlest Book on Climate,https://twitter.com/MikeNelson247/status/1309898473915912193/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephan Cousins,RIBA Journal,9/11/20,2020,September,,,2020CDD,CM,,,Kristie,0,0,0,0,1,Google Alert,MW,0,,0,,,,,,,1,1,0,,,,https://www.ribaj.com/products/us-lightweight-timber-homes-demand-aircon-temperature-rises-vicious-circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RIBA Journal,9/11/20,2020,September,,,2020CDD,CM,,,Kristie,0,3,0,0,0,Google Alert,,0,,0,,,,,,,3,3,0,,,,https://twitter.com/RIBAJ/status/1306616533309849601,https://twitter.com/RIBAJ/status/1305846400647749632,https://twitter.com/RIBAJ/status/1304385210910478336,,,,,,,,,,,,,,,,,,,,,,,,,,
Steve Glazier,WeatherNation,9/26/20,2020,September,CO,CM,,CC,,,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,0,0,,,The World's Littlest Book on Climate,https://twitter.com/MikeNelson247/status/1309898473915912193/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steve LaPointe,WRGB/CBS,9/2/20,2020,September,NY,CM,,CC,,,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,0,0,,,,https://twitter.com/SeanSublette/status/1301175538166501381/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steve LaPointe,WRGB/CBS,9/3/20,2020,September,NY,CM,2020FallPackage,CM,,"2020FallPackage_AvgT, 2020FallPackage_DaysAbove, 2020FallPackage_Map","Lisa, Kristie",0,0,1,0,1,On air,,0,,2,"5:48pm, 6:18pm",IQ,Found,70825,609,Y,4,4,0,,,,https://www.facebook.com/Steve.LaPointe.CBS6/posts/3301507983221157,https://cbs6albany.com/weather/weather-extra/climate-change-locally-causing-warmer-falls,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steve LaPointe,WRGB/CBS,9/25/20,2020,September,NY,CM,"2020HurricanesII, 2020Hurricanes",CM,,"2020Hurricanes_OceanT, 2020Hurricanes_US, 2020Hurricanes_Global, 2017Hurricanes_Info, 2017Hurricanes_Graph",Kristie,0,0,1,0,1,Google Alert,,0,,0,,,,,,,2,2,0,,,,https://cbs6albany.com/weather/weather-extra/whats-stacking-the-deck-to-favor-stronger-hurricanes,https://www.facebook.com/Steve.LaPointe.CBS6/posts/3370040956367859,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WRGB/CBS,9/25/20,2020,September,NY,CM,"2020HurricanesII, 2020Hurricanes",CM,,,Kristie,0,1,0,0,0,Google Alert,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/CBS6Albany/status/1309505007901868032,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steve Raleigh,WCPO/ABC,9/22/20,2020,September,OH,CM,2020FallPackage,CM,,"2020FallPackage_AvgT, 2020FallPackage_DaysAbove, 2020FallPackage_Map","Lisa, Kristie",0,1,0,0,0,On air,,0,,1,6:16 PM,IQ,Found,52503,469,,2,2,0,,,,https://twitter.com/Cincywxman/status/1308442398326956033,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WCPO/ABC,9/22/20,2020,September,OH,CM,2020FallPackage,CM,,"2020FallPackage_AvgT, 2020FallPackage_DaysAbove, 2020FallPackage_Map",Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/Cincywxman/status/1308442398326956033/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steven Sosna,WCAU/NBC,9/11/20,2020,September,PA,CM,2020WesternWildfires,CM,,2020Wildfire_TotalAcresBurned,Lisa,0,0,0,0,0,,,0,,1,4:12 PM,IQ,Found,61,1238,Y,1,1,0,,Done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Susan Soltero,"Univision Puerto Rico, WALO-AM, WIAC-FM/Univision",9/16/20,2020,September,PR,CM,2020Records,CM,,,Kristie,0,1,0,0,0,TweetDeck,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/SusanSoltero/status/1306312750839234560,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Susan Soltero,"Univision Puerto Rico, WALO-AM, WIAC-FM/Univision",9/23/20,2020,September,PR,CM,2020HurricanesII,CM,,,Kristie,0,3,0,0,0,TweetDeck,,0,,0,,,,,,,3,3,0,,,,https://twitter.com/SusanSoltero/status/1308781853499961344,https://twitter.com/SusanSoltero/status/1308781925394505733,https://twitter.com/SusanSoltero/status/1308782047314444289,,,,,,,,,,,,,,,,,,,,,,,,,,
Sven Sundgaard,,9/4/20,2020,September,MN,CM,2019AirQuality2,CM,,2019AirQuality2_OzoneMap,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/ClimateCentral/status/1301941834382561280/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sven Sundgaard,,9/9/20,2020,September,MN,CM,2020WesternWildfires,CM,,2020Wildfire_TotalAcresBurned,Kristie,0,1,1,0,0,TweetDeck,,0,,0,,,,,,,2,2,0,,,,https://twitter.com/svensundgaard/status/1303839183405035520,https://www.facebook.com/explorewithsven/posts/10159159988240934?__cft__[0]=AZVBXMyFNjreIqnfHELxd7GFohA66QCXKstx9AsCGTHZ0mL1Y_uxV0tBHviyjTijKm5GDuFzMjAV6CbfqRDTFo0Fyd4pzfsWY8c_vS2G2AY24ikecsS8AG76dtJs9W3-n3TKltRlBv4jexJaisrYTN3SMkND9oMNs-kUCVRCThrM6g&__tn__=%2CO%2CP-R,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sven Sundgaard,,9/21/20,2020,September,MN,CM,,CC,,,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,0,0,,,,https://twitter.com/SeanSublette/status/1308126616342671360/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sven Sundgaard,,9/29/20,2020,September,MN,CM,2020OHW,CM,,,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/BernadetteWoods/status/1310906784643715072/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tairy Ynoa-Amador,WXTV/Univision,9/3/20,2020,September,NY,CM,2020FallPackage,CM,,2020FallPackage_Map,Lisa,0,0,0,0,0,,,0,,1,5:36 PM,IQ,Found,85871,2055,,1,1,0,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tairy Ynoa-Amador,KMEX/Univision,9/3/20,2020,September,CA,CM,2020FallPackage,CM,,2020FallPackage_Map,Lisa,0,0,0,0,0,,,0,,1,5:36 PM,IQ,Found,108566,3689,,1,1,0,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tairy Ynoa-Amador,KUVN/Univision,9/3/20,2020,September,TX,CM,2020FallPackage,CM,,2020FallPackage_Map,Lisa,0,0,0,0,0,,,0,,1,4:36 PM,IQ,Found,84300,2111,,1,1,0,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tairy Ynoa-Amador,KTVW/Univision,9/3/20,2020,September,AZ,CM,2020FallPackage,CM,,2020FallPackage_Map,Lisa,0,0,0,0,0,,,0,,1,4:36 PM,IQ,Found,73569,1519,,1,1,0,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tairy Ynoa-Amador,WVEA/Univision,9/3/20,2020,September,FL,CM,2020FallPackage,CM,,2020FallPackage_Map,Lisa,0,0,0,0,0,,,0,,1,5:36 PM,IQ,Found,20899,349,,1,1,0,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tairy Ynoa-Amador,KCEC/Univision,9/3/20,2020,September,CO,CM,2020FallPackage,CM,,2020FallPackage_Map,Lisa,0,0,0,0,0,,,0,,1,4:36 PM,IQ,Found,47125,983,,1,1,0,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tairy Ynoa-Amador,WLTV/Univision,9/3/20,2020,September,FL,CM,2020FallPackage,CM,,2020FallPackage_Map,Lisa,0,0,0,0,0,,,0,,1,5:36 PM,IQ,Found,20632,560,,1,1,0,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tairy Ynoa-Amador,WVEN/Univision,9/3/20,2020,September,FL,CM,2020FallPackage,CM,,2020FallPackage_Map,Lisa,0,0,0,0,0,,,0,,1,5:36 PM,IQ,Found,17665,321,,1,1,0,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tairy Ynoa-Amador,KAKW/Univision,9/3/20,2020,September,TX,CM,2020FallPackage,CM,,2020FallPackage_Map,Lisa,0,0,0,0,0,,,0,,1,4:36 PM,IQ,Found,23974,312,,1,1,0,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tairy Ynoa-Amador,WLZE/Univision,9/3/20,2020,September,FL,CM,2020FallPackage,CM,,2020FallPackage_Map,Lisa,0,0,0,0,0,,,0,,1,5:36 PM,IQ,Found,6184,56,,1,1,0,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tairy Ynoa-Amador,KNVO/Univision,9/3/20,2020,September,TX,CM,2020FallPackage,CM,,2020FallPackage_Map,Lisa,0,0,0,0,0,,,0,,1,4:36 PM,IQ,Found,12962,172,,1,1,0,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tara Lane,WJZY/FOX,9/15/20,2020,September,NC,CM,2020WesternWildfires,CM,,2020Wildfire_TotalAcresBurned,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/Elisa_Raffa/status/1305870778102054912/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tim McGill,WBBM/CBS,9/29/20,2020,September,IL,CM,2020OHW,CM,,2020OHW_Temp,Kristie,0,1,0,0,0,TweetDeck,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/TMcGillWeather/status/1310998786777387008,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.J. Springer,KSN/NBC,9/3/20,2020,September,KS,CM,2020FallPackage,CM,,"2020FallPackage_AvgT, 2020FallPackage_DaysAbove",Kelly,0,1,1,0,0,Tag,,0,,0,,,,,,,2,2,0,,,,https://www.facebook.com/tjspringerwx/posts/1691187711039804?__xts__%5B0%5D=68.ARBSFI9Vd-iIXpJAkBZWOMqt9p6nUQhSkLXjdG_JQePzN5aNIAg6IXHmwpm60doZFxxpBoQHQdusmIf5oKPuq-wSfIWdIoOJJofvilNRTExB0GaJjfD_P9iLgpx2xM4oTHkF86uVgWboeAjuIOIzED0Tf8Qqkz-RfgTMRJsMv81BD7iAciEZfzngSmIztiA_okXtvM9PehFkAj9hyqUXFfyxsPx_RBuOVh8S8pdn5RqcFk2AKrOHkgAAMrV6lynOMKRvN-EsFhdVtpowpifl_haHAi0OEh7i-8ysn9ezLgWJcUHj3m5shKfWxZOLFfGpA671&__tn__=-R,https://twitter.com/TJSpringerWx/status/1301330034486120457,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tom Coomes,WBND/ABC,9/10/20,2020,September,IN,CM,"2020WesternWildfires, 2019Snowpack",CM,,"2020Wildfire_TotalAcresBurned, 2019Snowpack",Kristie,0,1,1,0,2,TweetDeck,,0,,2,"5:20pm, 11:16pm",Online link,Station,0,0,Y,6,6,0,,,Saved in CR under '2020WesternWildfires',https://twitter.com/TomCoomes/status/1304419426758950912,https://www.facebook.com/TomCoomesABC57/posts/3395335220530628,https://www.abc57.com/news/wildfires-are-hotter-larger-and-more-likely-in-the-west-091020?fbclid=IwAR3Q5B6niHGimhiRP70QgqjlfC797HAiuPh-F_ZO6wolzdrp0-tmZ7PZAio,https://www.newsbreak.com/indiana/south-bend/news/2058460678585/wildfires-are-hotter-larger-and-more-likely-in-the-west,,,,,,,,,,,,,,,,,,,,,,,,,
,WBND/ABC,9/10/20,2020,September,IN,CM,"2020WesternWildfires, 2019Snowpack",CM,,2020Wildfire_TotalAcresBurned,Kristie,0,1,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,,https://www.facebook.com/abc57/posts/3284971844912530,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tom Coomes,WBND/ABC,9/28/20,2020,September,IN,CM,"2020ArcticMin, 2019IPCCOcean",CM,,,Kristie,0,1,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/TomCoomes/status/1310759240299147270,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tom Sorrells,WKMG/CBS,9/9/20,2020,September,FL,CM,"2020FallPackage, 2020DaysAbove",CM,,"2020FallPackage_Map, 2020DaysAbove",Lisa,0,0,0,0,1,Broad search,,0,,0,,,,,,,1,1,0,,,,https://www.clickorlando.com/weather/2020/09/09/forecasting-change-autumn-getting-a-later-start/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tom Sorrells,WKMG/CBS,9/24/20,2020,September,FL,CM,2020Records,CM,,"2020Records_Map, 2020Records",Kristie,0,0,0,0,3,Meltwater,,0,,0,,,,,,,3,3,0,,,,https://www.clickorlando.com/weather/2020/09/24/forecasting-change-orlando-among-hundreds-of-cities-to-experience-record-hot-summer/,https://www.newsbreak.com/florida/orlando/news/2068975364353/forecasting-change-orlando-among-hundreds-of-cities-to-experience-record-hot-summer,https://www.clickorlando.com/weather/2020/09/24/quick-taste-of-fall-quiet-in-the-tropics-2/,,,,,,,,,,,,,,,,,,,,,,,,,,
,WKMG/CBS,9/24/20,2020,September,FL,CM,2020Records,CM,,2020Records_Map,Kristie,0,1,0,0,0,Meltwater,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/news6wkmg/status/1309236166298918921,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tom Sorrells,WKMG/CBS,9/30/20,2020,September,FL,CM,"2020HurricanesII, 2018Hurricanes",CM,,"2020Hurricanes_OceanT, 2020Hurricanes_Global, 2018Hurricanes_RIDefinition",Lisa,0,0,0,0,1,Broad search,,0,,0,,,,,,,1,1,0,,,,https://www.clickorlando.com/weather/2020/09/30/forecasting-change-a-warmer-atlantic-means-stronger-hurricanes/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tom Terry,WFTV/ABC,9/24/20,2020,September,FL,CM,2020Records,CM,,2020Records,Lisa,0,0,0,0,0,,,0,,1,11:25 PM,IQ,Found,58674,2735,Y,1,1,0,,,Coverage of CLEO Institute wax figure installation in Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tom Terry,WRDQ/Independent,9/24/20,2020,September,FL,CM,2020Records,CM,,2020Records,Lisa,0,0,0,0,0,,,0,,1,10:48 PM,CR,Station,0,0,Y,1,1,0,,,Saved in Critical Mention under 2020Records,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tony Bartelme,Charleston Post and Courier,9/21/20,2020,September,SC,CMN,2020Records,CMN,,2020Records_Map,Kristie,0,0,0,0,4,Meltwater,,0,,0,,,,,,,4,4,4,,,,https://www.postandcourier.com/rising-waters/a-sunny-day-in-charleston-and-a-flood-what-that-tells-us-about-climate-change/article_367fb068-f9b9-11ea-b881-4ff1fcafa0a9.html,https://progressivepartyusa.com/climate-change/a-sunny-day-in-charleston-and-a-flood-what-that-tells-us-about-climate-change-and-the-future/,https://www.aedaily.net/en/posts/a-sunny-day-in-charleston-and-a-flood-what-that-tells-us-about-climate-change-and-the-future/,https://www.newsbreak.com/south-carolina/charleston/news/2066455482932/a-sunny-day-in-charleston-and-a-flood-what-that-tells-us-about-climate-change-and-the-future,,,,,,,,,,,,,,,,,,,,,,,,,
,Charleston Post and Courier,9/21/20,2020,September,SC,CMN,2020Records,CMN,,,Kristie,0,2,0,0,0,Meltwater,,0,,0,,,,,,,2,2,2,,,,https://twitter.com/postandcourier/status/1308141449918070784,https://twitter.com/postandcourier/status/1308098978081394688,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tony Davis,Arizona Daily Star,9/4/20,2020,September,AZ,CMN,2020CDD,CMN,,,Lisa,0,0,0,0,2,Google Alert,MW,0,,0,,,,,,,2,2,2,,,,https://tucson.com/news/local/tucson-electricity-demand-soars-due-to-record-heat-pandemic/article_a787286b-cb05-527a-8811-b70b2c733838.html,https://www.newsbreak.com/news/2054872909355/tucson-electricity-demand-soars-due-to-record-heat-pandemic,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tony Davis,Arizona Daily Star,9/27/20,2020,September,AZ,CMN,2019Warming,CC,,,Kristie,0,1,0,0,0,Google Alert,,0,,0,,,,,,,1,0,0,,,,https://twitter.com/tonydavis987/status/1310400547732598788,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tony Sadiku,WSOC/ABC,9/24/20,2020,September,NC,,2020BillionDollarDisasters,CM,,2020BillionDollarDisasters,Lisa,0,0,0,0,0,,,0,,1,5:45 PM,IQ,Lost,51498,838,,1,1,0,,Done,interviewed national experts Jhordanne Jones and Athena Masson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trevor Birchett,WCBI/CBS,9/21/20,2020,September,MS,CM,"2020ArcticMin, 2019IPCCOcean",CM,,"2020ArcticMin, 2015SeaIce_HeatSpiral",Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/WeatherManKG/status/1308224496223035397/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanessa Alonso,WCBI/CBS,9/11/20,2020,September,MS,CM,2020WesternWildfires,CM,,2020Wildfire_TotalAcresBurned,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/KerrinJeromin/status/1304411310625402882/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
